1	0.020666644494566653
2	0.01376255311899715
3	0.01220335920030872
4	0.012617940807508098
5	0.01315668085590005
6	0.014022940769791603
7	0.013886635553919606
8	0.011723105485240618
9	0.016266370192170143
10	0.009667199476098176
11	0.011927654837361641
12	0.009108527873953184
13	0.012564021214428876
14	0.012446971713668771
15	0.0125698811478085
16	0.013253625171879927
17	0.011824545812689595
18	0.01412779837846756
19	0.00963692284292645
20	0.012868701842510037
21	0.018107296692000494
22	0.011644478939059708
23	0.015396317156652609
24	0.011591968281815449
25	0.014968880038294528
26	0.0124741209567421
27	0.013832602184265852
28	0.012997303571965959
29	0.010437063976294465
30	0.011843514266527362
31	0.014184361271974113
32	0.010791192193412118
33	0.012617218204670481
34	0.012694753939285874
35	0.012564972715659274
36	0.01075036308935119
37	0.012058245276825296
38	0.014045772090968158
39	0.014244508541499576
40	0.010025930539187457
41	0.011774085850144425
42	0.008794523465136686
43	0.01222089703919159
44	0.015648394719594054
45	0.011043112828499742
46	0.0103870063709716
47	0.012225224377794398
48	0.009541370340836389
49	0.009535533893439505
50	0.010694429330113862
